id,BeatsPerMinute
544265,119.21222
544266,119.204445
544267,122.32826
544268,118.87695
544269,118.84072
544270,118.911354
544271,118.72151
544272,119.186295
544273,118.91396
544274,119.29449
544275,118.83595
544276,118.7375
544277,119.03269
544278,118.801575
544279,119.23854
544280,119.26159
544281,119.06612
544282,120.41018
544283,119.54874
544284,118.51166
544285,119.28107
544286,118.94796
544287,118.27753
544288,118.83344
544289,118.97053
544290,118.57106
544291,119.12627
544292,119.0865
544293,118.7234
544294,119.02675
544295,118.918144
544296,119.305305
544297,118.93152
544298,119.21142
544299,118.98368
544300,118.94963
544301,119.32626
544302,119.104935
544303,119.54931
544304,119.035736
544305,119.17704
544306,119.282394
544307,118.74042
544308,119.15241
544309,119.38892
544310,119.31599
544311,118.82027
544312,120.37047
544313,118.924934
544314,118.49472
544315,119.10915
544316,118.702866
544317,119.79097
544318,119.13852
544319,119.0652
544320,118.839165
544321,119.52977
544322,118.27703
544323,119.19243
544324,119.49093
544325,118.904076
544326,119.02594
544327,119.018616
544328,119.16865
544329,119.046745
544330,120.378494
544331,118.95962
544332,118.32643
544333,118.114395
544334,118.75652
544335,119.24724
544336,118.86716
544337,118.81904
544338,119.095955
544339,119.2568
544340,118.88419
544341,119.35425
544342,119.313065
544343,119.02393
544344,119.35384
544345,119.10984
544346,119.25575
544347,119.04227
544348,118.95398
544349,119.219666
544350,118.859024
544351,119.13704
544352,119.56057
544353,119.145355
544354,119.19218
544355,119.262085
544356,120.9748
544357,119.089676
544358,118.8062
544359,119.20231
544360,118.53742
544361,119.4277
544362,119.261475
544363,119.28465
544364,119.33601
544365,119.00697
544366,118.709625
544367,118.906456
544368,119.50411
544369,119.27742
544370,119.246994
544371,118.42084
544372,119.58607
544373,118.76847
544374,118.57913
544375,118.56304
544376,119.09859
544377,118.80659
544378,119.26912
544379,119.559494
544380,118.85877
544381,119.08668
544382,119.40575
544383,119.17615
544384,119.06757
544385,118.78508
544386,118.83674
544387,119.02668
544388,118.19481
544389,118.95086
544390,118.78914
544391,119.03232
544392,118.88435
544393,118.841545
544394,121.23806
544395,119.29513
544396,119.045616
544397,119.23623
544398,119.067505
544399,118.85878
544400,118.890945
544401,119.418686
544402,119.09962
544403,119.10487
544404,119.52688
544405,118.720566
544406,119.33483
544407,118.804825
544408,118.89752
544409,118.468254
544410,118.86001
544411,119.012856
544412,118.71638
544413,118.59204
544414,119.31829
544415,118.69453
544416,119.17169
544417,118.777374
544418,119.22332
544419,119.21609
544420,120.1229
544421,118.94085
544422,118.90357
544423,119.57692
544424,119.04095
544425,118.955414
544426,119.00193
544427,118.96651
544428,119.263794
544429,117.957054
544430,118.952286
544431,119.420044
544432,119.04223
544433,118.84871
544434,118.93681
544435,118.5848
544436,118.889626
544437,119.109
544438,118.45979
544439,119.107475
544440,118.97817
544441,119.28995
544442,118.84758
544443,119.1437
544444,119.006744
544445,119.027695
544446,118.96666
544447,118.860435
544448,119.278206
544449,118.76044
544450,118.907196
544451,118.52932
544452,119.07238
544453,119.229546
544454,118.97152
544455,119.28377
544456,118.75078
544457,118.9472
544458,118.79249
544459,119.12046
544460,119.038574
544461,119.171906
544462,119.145676
544463,119.05534
544464,119.39075
544465,118.52678
544466,119.54949
544467,118.90478
544468,118.96186
544469,119.411285
544470,118.82271
544471,119.114746
544472,118.47841
544473,119.06552
544474,118.83757
544475,118.854774
544476,118.96429
544477,119.077
544478,119.10237
544479,119.182655
544480,119.00006
544481,119.203255
544482,118.97987
544483,118.92672
544484,119.25697
544485,119.01436
544486,119.3159
544487,119.57975
544488,119.375114
544489,119.085106
544490,118.93939
544491,118.73766
544492,119.480415
544493,118.11694
544494,119.56436
544495,119.2745
544496,119.468796
544497,118.6107
544498,118.580696
544499,119.23433
544500,118.91127
544501,119.27676
544502,119.14372
544503,118.67067
544504,119.126076
544505,119.136505
544506,118.799515
544507,119.08953
544508,119.058464
544509,119.36644
544510,120.2213
544511,119.54539
544512,118.97933
544513,119.28169
544514,119.354805
544515,119.06982
544516,118.743965
544517,119.28979
544518,118.66684
544519,119.18802
544520,119.03535
544521,119.31895
544522,118.930984
544523,119.368286
544524,119.06256
544525,118.82155
544526,119.32057
544527,119.098595
544528,119.065605
544529,119.118225
544530,118.72923
544531,119.58772
544532,118.968025
544533,118.522026
544534,118.74055
544535,118.79175
544536,121.14792
544537,119.03603
544538,119.11304
544539,120.02477
544540,119.358055
544541,118.97152
544542,118.666466
544543,119.256485
544544,118.187035
544545,119.186676
544546,119.286606
544547,119.212456
544548,119.2926
544549,118.81425
544550,118.87317
544551,120.595795
544552,119.35832
544553,119.212814
544554,118.93661
544555,119.10269
544556,119.11276
544557,119.092606
544558,118.59077
544559,118.84996
544560,121.14121
544561,119.10463
544562,119.34088
544563,118.17788
544564,119.066055
544565,119.01275
544566,119.03287
544567,119.181496
544568,118.81049
544569,119.18039
544570,118.418625
544571,118.48296
544572,119.1356
544573,119.02441
544574,118.8863
544575,118.89153
544576,119.24273
544577,118.5588
544578,119.39617
544579,119.33291
544580,119.06717
544581,118.59739
544582,119.32666
544583,119.20993
544584,119.32804
544585,119.66408
544586,119.173294
544587,120.368774
544588,118.8668
544589,119.04214
544590,119.03841
544591,119.00898
544592,122.022285
544593,119.2786
544594,119.3574
544595,118.95037
544596,119.119865
544597,118.9846
544598,118.92303
544599,119.21591
544600,119.421745
544601,118.774864
544602,119.192116
544603,120.002815
544604,119.07131
544605,119.367386
544606,119.241455
544607,119.25561
544608,119.33503
544609,118.99516
544610,119.24864
544611,119.17118
544612,118.661224
544613,118.90339
544614,120.78664
544615,118.80452
544616,118.876755
544617,119.33727
544618,119.47845
544619,118.621414
544620,119.09912
544621,119.074585
544622,117.99782
544623,119.10253
544624,119.06276
544625,119.62104
544626,119.245155
544627,119.24256
544628,119.16794
544629,118.8618
544630,119.43616
544631,119.365555
544632,118.90079
544633,119.271805
544634,119.02632
544635,119.10987
544636,118.63544
544637,118.772995
544638,119.18031
544639,119.279495
544640,119.015755
544641,119.99344
544642,118.905975
544643,119.10824
544644,118.98045
544645,119.27322
544646,119.2563
544647,119.15595
544648,119.18115
544649,119.20366
544650,119.06774
544651,119.124
544652,118.970604
544653,119.384415
544654,118.40842
544655,119.915886
544656,118.99265
544657,118.96906
544658,119.15457
544659,118.9734
544660,118.87431
544661,118.62297
544662,118.84701
544663,119.28026
544664,118.81995
544665,118.940254
544666,118.650536
544667,118.65242
544668,119.19466
544669,118.532906
544670,118.731834
544671,119.06988
544672,119.08782
544673,119.09708
544674,118.771736
544675,118.920906
544676,119.18021
544677,119.24085
544678,119.42064
544679,119.468094
544680,118.92366
544681,119.039474
544682,118.67622
544683,118.66472
544684,119.268074
544685,118.89422
544686,119.238106
544687,119.06148
544688,119.30036
544689,119.07129
544690,119.19013
544691,118.56981
544692,119.55466
544693,118.96127
544694,119.26853
544695,118.88847
544696,119.07655
544697,118.99023
544698,119.721535
544699,118.6393
544700,119.3912
544701,118.92398
544702,118.743546
544703,119.25304
544704,118.86977
544705,119.04241
544706,119.31272
544707,119.32917
544708,119.355995
544709,119.00917
544710,118.96191
544711,119.377
544712,119.224106
544713,120.09178
544714,119.28951
544715,119.193306
544716,120.01168
544717,119.27753
544718,119.19205
544719,119.36003
544720,118.876305
544721,119.65815
544722,119.36981
544723,118.79016
544724,119.07968
544725,118.8977
544726,119.2744
544727,119.23414
544728,119.45494
544729,117.99116
544730,118.92346
544731,119.60809
544732,118.515686
544733,119.385704
544734,118.859535
544735,119.1639
544736,118.816055
544737,118.96766
544738,118.0752
544739,118.84075
544740,118.4358
544741,121.00329
544742,118.57264
544743,119.51589
544744,119.10217
544745,119.241135
544746,119.39951
544747,119.21937
544748,119.44126
544749,119.56397
544750,120.47811
544751,119.31277
544752,118.52009
544753,119.63421
544754,119.02171
544755,119.41084
544756,118.719826
544757,119.2555
544758,118.86326
544759,119.3051
544760,119.00964
544761,119.29338
544762,118.74103
544763,118.78035
544764,118.89213
544765,119.32373
544766,118.94407
544767,118.89426
544768,118.86295
544769,119.24087
544770,118.78721
544771,119.41487
544772,119.35033
544773,119.13466
544774,119.404305
544775,119.070206
544776,119.25314
544777,118.94368
544778,119.15379
544779,119.261955
544780,119.11163
544781,119.30425
544782,118.60981
544783,118.87184
544784,118.87684
544785,118.75045
544786,119.56442
544787,118.80336
544788,119.33545
544789,118.754005
544790,119.24404
544791,119.46956
544792,119.8564
544793,118.87549
544794,118.826096
544795,118.451195
544796,119.13816
544797,119.09215
544798,118.85163
544799,119.03194
544800,119.050255
544801,119.052605
544802,118.90627
544803,119.63498
544804,119.37205
544805,118.562515
544806,118.89241
544807,119.81161
544808,118.939285
544809,119.3562
544810,118.98581
544811,118.71158
544812,118.93852
544813,118.83566
544814,118.95684
544815,119.1881
544816,118.97988
544817,119.75628
544818,119.40107
544819,118.80195
544820,117.992355
544821,119.74695
544822,119.24251
544823,119.51038
544824,119.372536
544825,119.26187
544826,119.0305
544827,119.11712
544828,119.38415
544829,118.62276
544830,119.048164
544831,118.85949
544832,118.96851
544833,118.70687
544834,119.41464
544835,118.99804
544836,118.60339
544837,119.044464
544838,118.80401
544839,118.96226
544840,119.107704
544841,118.73509
544842,119.39782
544843,119.1229
544844,118.80215
544845,118.90944
544846,119.33936
544847,118.821594
544848,119.0969
544849,119.28066
544850,119.6277
544851,118.991035
544852,118.89934
544853,118.894806
544854,119.181046
544855,118.774864
544856,119.036125
544857,118.978676
544858,118.915764
544859,118.610596
544860,118.54706
544861,118.90283
544862,118.609856
544863,118.54085
544864,118.6393
544865,118.510765
544866,119.071846
544867,119.014725
544868,119.40985
544869,119.346825
544870,118.92834
544871,119.14807
544872,118.938194
544873,119.01701
544874,119.08454
544875,118.87401
544876,118.562515
544877,119.12176
544878,119.371124
544879,118.90666
544880,118.852776
544881,119.28462
544882,119.41823
544883,118.65507
544884,118.801285
544885,119.09382
544886,119.06609
544887,118.93479
544888,118.75029
544889,118.790306
544890,118.752335
544891,119.44159
544892,118.86491
544893,118.22916
544894,119.20619
544895,119.42122
544896,118.7543
544897,118.619865
544898,118.96548
544899,119.370544
544900,119.43637
544901,119.004166
544902,119.14439
544903,118.78373
544904,118.89148
544905,119.200516
544906,119.31883
544907,119.44145
544908,119.25826
544909,119.287285
544910,118.48376
544911,119.44723
544912,119.41358
544913,119.081726
544914,119.29544
544915,119.40807
544916,118.93446
544917,119.688156
544918,119.01516
544919,119.34526
544920,119.145676
544921,119.32026
544922,119.56374
544923,119.36721
544924,120.10979
544925,119.04515
544926,119.04244
544927,118.89458
544928,119.18469
544929,118.915276
544930,118.61683
544931,119.35548
544932,118.784164
544933,119.13842
544934,119.05877
544935,119.399216
544936,118.43673
544937,119.955864
544938,118.99303
544939,119.0746
544940,119.0059
544941,118.53743
544942,118.783394
544943,118.97305
544944,119.22954
544945,119.13286
544946,119.24037
544947,118.528465
544948,118.9222
544949,119.32751
544950,118.54173
544951,119.011826
544952,119.312325
544953,119.29907
544954,118.999954
544955,118.36092
544956,118.815414
544957,118.77819
544958,119.145355
544959,119.210594
544960,119.49971
544961,118.42063
544962,119.694405
544963,120.846504
544964,119.40041
544965,118.985756
544966,118.90787
544967,119.09955
544968,119.08251
544969,119.0094
544970,119.1091
544971,118.95037
544972,119.10398
544973,119.07737
544974,118.85026
544975,119.035355
544976,119.00708
544977,118.60979
544978,118.88786
544979,119.31759
544980,119.122696
544981,119.072716
544982,119.499344
544983,119.15416
544984,119.086174
544985,119.493416
544986,119.110634
544987,119.6553
544988,118.73912
544989,119.14793
544990,119.328354
544991,119.52019
544992,119.438194
544993,118.82388
544994,119.70578
544995,119.45739
544996,118.79942
544997,119.355125
544998,119.00675
544999,119.03687
545000,119.06055
545001,119.29895
545002,120.33476
545003,118.86196
545004,119.520874
545005,118.82886
545006,119.194496
545007,118.94312
545008,118.877144
545009,119.02225
545010,119.08833
545011,119.45616
545012,118.97127
545013,119.088684
545014,119.1801
545015,119.28746
545016,118.49395
545017,119.22683
545018,118.720215
545019,118.785034
545020,120.76073
545021,119.256935
545022,119.86332
545023,118.91396
545024,119.22684
545025,119.14089
545026,119.51367
545027,118.44042
545028,119.25316
545029,119.42767
545030,118.76066
545031,118.8637
545032,118.94639
545033,118.98255
545034,119.74178
545035,119.18337
545036,119.373314
545037,119.20697
545038,119.083496
545039,119.34954
545040,119.5401
545041,118.97239
545042,118.839165
545043,119.21611
545044,119.02486
545045,118.32333
545046,118.75272
545047,118.86962
545048,119.071976
545049,119.21685
545050,118.37276
545051,118.877655
545052,119.338455
545053,118.93815
545054,119.49342
545055,118.69387
545056,118.66192
545057,118.44768
545058,118.903206
545059,121.49256
545060,119.21194
545061,119.21327
545062,119.49521
545063,119.11763
545064,119.19611
545065,118.90737
545066,118.73367
545067,118.90119
545068,119.3189
545069,118.95459
545070,118.6534
545071,118.98385
545072,119.36275
545073,119.42943
545074,118.91778
545075,119.09954
545076,118.95547
545077,119.26096
545078,118.70182
545079,119.87934
545080,119.21249
545081,118.95197
545082,118.66094
545083,118.841446
545084,118.91828
545085,118.169624
545086,119.37304
545087,119.37781
545088,118.922745
545089,118.819824
545090,119.11072
545091,119.028854
545092,118.83025
545093,119.42281
545094,119.21508
545095,119.04787
545096,119.050896
545097,118.74957
545098,118.91937
545099,119.07979
545100,119.51106
545101,118.85639
545102,119.38251
545103,119.61588
545104,119.11108
545105,118.91444
545106,119.008484
545107,119.48718
545108,119.464264
545109,118.93415
545110,119.5142
545111,118.82018
545112,119.54548
545113,119.10906
545114,119.14536
545115,118.72317
545116,118.78683
545117,118.91031
545118,118.79533
545119,118.955925
545120,118.83094
545121,118.99237
545122,119.70833
545123,118.48854
545124,118.80615
545125,118.85919
545126,119.366806
545127,119.18447
545128,118.8345
545129,119.14492
545130,119.39613
545131,119.46841
545132,119.22382
545133,118.17762
545134,119.15127
545135,118.670105
545136,119.19205
545137,118.57035
545138,119.1683
545139,119.4802
545140,119.159996
545141,119.135086
545142,119.357704
545143,118.93553
545144,119.34072
545145,118.560196
545146,119.09136
545147,118.865776
545148,119.40469
545149,119.45119
545150,119.18782
545151,119.73849
545152,119.50192
545153,119.03528
545154,119.32653
545155,119.435616
545156,119.32843
545157,121.19792
545158,118.982666
545159,119.17063
545160,119.21136
545161,119.00862
545162,119.25403
545163,118.693855
545164,118.89068
545165,119.13045
545166,118.86551
545167,119.29419
545168,119.48519
545169,118.97423
545170,119.09227
545171,119.45319
545172,119.20435
545173,119.228745
545174,119.04281
545175,119.20055
545176,119.29338
545177,118.69125
545178,118.43474
545179,119.63412
545180,119.1967
545181,119.22186
545182,118.88193
545183,119.508
545184,119.058556
545185,119.14249
545186,119.08554
545187,119.14688
545188,118.97423
545189,119.364944
545190,119.161
545191,119.156105
545192,119.179184
545193,118.90848
545194,118.932365
545195,119.234215
545196,119.0437
545197,117.69488
545198,118.96998
545199,121.136475
545200,118.8916
545201,118.67393
545202,118.98296
545203,118.99179
545204,119.55529
545205,119.00871
545206,119.1287
545207,118.962006
545208,119.37101
545209,119.43723
545210,118.96521
545211,119.143555
545212,118.89133
545213,119.4643
545214,119.28488
545215,119.077324
545216,119.33442
545217,119.42042
545218,119.30036
545219,119.12481
545220,119.07075
545221,119.17589
545222,119.06054
545223,119.10963
545224,118.87641
545225,119.33213
545226,118.97726
545227,119.49314
545228,119.04185
545229,121.36371
545230,118.54366
545231,119.1637
545232,119.26278
545233,119.24209
545234,119.45697
545235,119.04927
545236,119.16415
545237,119.07195
545238,118.95001
545239,119.14507
545240,119.27919
545241,119.21338
545242,119.137955
545243,119.33699
545244,119.17838
545245,119.08871
545246,118.892746
545247,119.036156
545248,119.26963
545249,120.27582
545250,119.28161
545251,120.299416
545252,119.31468
545253,119.178474
545254,119.294846
545255,119.5276
545256,118.79984
545257,119.39023
545258,119.08369
545259,119.34578
545260,119.370636
545261,119.23081
545262,119.04059
545263,118.92305
545264,118.979195
545265,119.113045
545266,118.37019
545267,119.00597
545268,118.820694
545269,119.292465
545270,118.94996
545271,119.309326
545272,118.95698
545273,119.05464
545274,119.25141
545275,118.5405
545276,118.83935
545277,118.51332
545278,119.14296
545279,119.08601
545280,119.18374
545281,118.82308
545282,119.470375
545283,119.00623
545284,118.85908
545285,119.17875
545286,118.93984
545287,119.18402
545288,118.47611
545289,119.285416
545290,119.092606
545291,118.99779
545292,118.29882
545293,118.84857
545294,119.161606
545295,118.57398
545296,118.52225
545297,119.20015
545298,119.45958
545299,119.18326
545300,118.79219
545301,118.868904
545302,119.43152
545303,119.20293
545304,119.30337
545305,118.99377
545306,118.63958
545307,118.96624
545308,119.37232
545309,119.22332
545310,119.24983
545311,119.32092
545312,119.32372
545313,119.27638
545314,118.89945
545315,119.01799
545316,119.371826
545317,118.67912
545318,118.97082
545319,119.40403
545320,119.29577
545321,117.896286
545322,119.089584
545323,119.12593
545324,119.01694
545325,118.79005
545326,121.17037
545327,118.85937
545328,118.81632
545329,119.22412
545330,119.14525
545331,118.73054
545332,118.82924
545333,118.91171
545334,119.40396
545335,119.41416
545336,119.67425
545337,119.160614
545338,119.08559
545339,119.06749
545340,119.12338
545341,119.03092
545342,119.359184
545343,119.01165
545344,119.28369
545345,118.63588
545346,119.64453
545347,118.827415
545348,118.321495
545349,119.240746
545350,119.34417
545351,119.445854
545352,118.870125
545353,118.76042
545354,119.05667
545355,118.838425
545356,118.61875
545357,119.237595
545358,118.93865
545359,118.9634
545360,119.51777
545361,119.14495
545362,118.67494
545363,119.047874
545364,120.53266
545365,118.71387
545366,119.21308
545367,119.11464
545368,119.223656
545369,119.2585
545370,119.37642
545371,119.14109
545372,119.36607
545373,119.12893
545374,119.304375
545375,119.18354
545376,119.08954
545377,118.15656
545378,118.7812
545379,118.98219
545380,119.30258
545381,119.043
545382,119.34247
545383,119.27484
545384,119.63057
545385,118.853035
545386,118.715416
545387,118.50665
545388,119.031746
545389,119.097244
545390,118.76555
545391,119.42792
545392,119.49725
545393,119.276276
545394,118.9252
545395,119.5172
545396,119.10252
545397,119.06637
545398,118.68449
545399,118.86005
545400,118.86463
545401,119.2002
545402,119.00924
545403,119.02585
545404,121.30562
545405,119.085754
545406,118.84214
545407,119.06664
545408,119.05632
545409,119.38424
545410,118.99985
545411,119.39919
545412,118.78115
545413,119.10489
545414,119.07426
545415,119.06898
545416,119.36918
545417,118.753204
545418,119.35557
545419,119.15075
545420,119.29647
545421,119.239716
545422,119.24668
545423,118.997856
545424,121.10805
545425,119.07514
545426,119.48939
545427,118.92184
545428,118.77819
545429,119.05011
545430,118.67886
545431,119.33762
545432,119.724915
545433,119.29808
545434,118.82232
545435,118.90526
545436,118.89267
545437,118.9401
545438,119.069214
545439,118.69897
545440,119.18574
545441,118.99126
545442,118.62726
545443,118.79069
545444,119.44047
545445,119.3437
545446,119.36923
545447,119.22038
545448,118.82716
545449,119.211525
545450,119.2496
545451,119.306076
545452,119.0301
545453,119.36402
545454,119.013336
545455,119.129715
545456,118.86757
545457,119.0715
545458,119.32785
545459,119.43263
545460,118.662605
545461,119.13296
545462,119.35193
545463,120.83431
545464,118.999054
545465,119.07837
545466,119.51014
545467,118.89446
545468,120.02408
545469,118.646866
545470,119.66552
545471,119.00955
545472,119.19923
545473,121.169495
545474,118.82949
545475,118.55911
545476,118.877396
545477,118.58254
545478,119.37792
545479,118.36941
545480,118.84366
545481,119.15019
545482,119.35109
545483,119.04923
545484,119.122536
545485,119.02975
545486,119.09429
545487,118.93551
545488,118.66964
545489,118.49404
545490,119.17311
545491,118.85494
545492,119.184586
545493,118.76332
545494,119.118004
545495,119.404755
545496,118.68018
545497,118.78316
545498,119.098816
545499,119.10521
545500,118.91345
545501,118.61092
545502,118.86027
545503,119.00651
545504,118.917305
545505,119.25518
545506,120.827705
545507,119.44169
545508,118.80137
545509,118.3535
545510,119.03908
545511,118.49335
545512,119.8207
545513,119.16577
545514,119.07508
545515,118.958855
545516,118.75596
545517,118.58703
545518,119.522484
545519,118.98318
545520,119.25425
545521,121.081406
545522,119.169395
545523,118.99794
545524,119.43244
545525,118.646736
545526,118.84624
545527,118.860634
545528,119.17718
545529,119.103966
545530,119.06925
545531,118.72694
545532,119.095634
545533,119.63292
545534,119.10788
545535,119.25898
545536,119.0897
545537,119.40747
545538,117.85396
545539,119.80784
545540,118.81883
545541,118.98558
545542,119.25476
545543,119.152435
545544,118.999565
545545,119.0896
545546,119.426636
545547,118.46472
545548,119.014946
545549,118.940254
545550,118.960884
545551,118.6747
545552,119.414
545553,119.288345
545554,119.161476
545555,121.813866
545556,118.72667
545557,119.60666
545558,119.17656
545559,119.40472
545560,119.59444
545561,119.01511
545562,118.97381
545563,118.87304
545564,119.21751
545565,119.21302
545566,118.74977
545567,119.19004
545568,119.043274
545569,118.929695
545570,118.58346
545571,119.37341
545572,119.26781
545573,119.49239
545574,119.452675
545575,119.33004
545576,121.597115
545577,119.14328
545578,119.27056
545579,118.89799
545580,119.17447
545581,119.00469
545582,118.82861
545583,119.381134
545584,118.89709
545585,118.94799
545586,118.64381
545587,119.36128
545588,119.47286
545589,119.00924
545590,119.30797
545591,119.07373
545592,121.10938
545593,119.13343
545594,119.10265
545595,118.16868
545596,119.144844
545597,119.242
545598,119.09586
545599,118.44489
545600,119.21356
545601,118.65772
545602,119.26455
545603,119.24913
545604,119.00715
545605,119.20545
545606,118.887665
545607,118.792244
545608,119.41078
545609,121.22918
545610,118.74656
545611,119.11361
545612,119.30703
545613,118.54505
545614,119.06626
545615,119.60189
545616,118.775665
545617,118.91456
545618,119.160385
545619,119.13654
545620,119.282555
545621,118.41733
545622,119.221504
545623,119.03849
545624,119.33076
545625,118.88881
545626,118.66412
545627,119.303856
545628,119.23854
545629,118.94501
545630,118.49376
545631,118.91342
545632,118.94611
545633,118.90468
545634,118.81619
545635,118.66943
545636,118.998184
545637,118.76174
545638,119.28216
545639,118.27839
545640,119.02785
545641,119.36482
545642,119.24974
545643,118.95839
545644,120.00873
545645,118.91176
545646,119.1267
545647,118.6662
545648,119.13491
545649,118.49897
545650,118.81032
545651,118.46614
545652,119.10885
545653,119.23814
545654,119.043594
545655,119.069275
545656,118.52673
545657,120.62537
545658,119.56211
545659,118.52615
545660,119.4195
545661,119.54389
545662,119.05943
545663,119.2794
545664,119.491714
545665,119.455505
545666,119.21555
545667,119.304955
545668,119.42557
545669,118.01871
545670,119.59476
545671,119.21415
545672,119.07025
545673,118.8981
545674,119.0702
545675,119.36613
545676,118.76594
545677,118.93771
545678,118.90435
545679,119.37684
545680,119.06744
545681,119.14656
545682,119.70946
545683,119.05883
545684,118.94544
545685,119.00857
545686,118.62753
545687,119.10151
545688,119.34708
545689,119.2802
545690,119.32355
545691,119.241394
545692,118.974525
545693,119.094444
545694,119.291885
545695,118.11825
545696,119.17898
545697,118.7746
545698,119.31366
545699,119.04069
545700,118.98799
545701,118.53889
545702,119.19398
545703,118.61227
545704,118.75294
545705,119.26892
545706,119.703896
545707,118.99949
545708,119.46191
545709,119.24432
545710,119.000175
545711,118.55138
545712,119.18709
545713,118.608925
545714,120.0432
545715,119.01353
545716,118.50686
545717,119.16159
545718,118.85418
545719,118.99101
545720,118.51108
545721,118.96623
545722,118.486626
545723,118.939606
545724,119.09914
545725,119.12527
545726,119.303825
545727,118.67228
545728,119.16981
545729,119.26185
545730,119.52167
545731,119.143196
545732,119.566795
545733,118.94766
545734,118.9658
545735,118.38959
545736,119.095406
545737,118.90599
545738,118.75546
545739,119.052025
545740,119.154366
545741,119.19908
545742,118.9823
545743,119.03375
545744,118.98671
545745,119.062584
545746,118.83142
545747,120.06862
545748,119.0439
545749,119.33208
545750,118.925606
545751,118.99135
545752,121.94491
545753,119.34459
545754,119.27891
545755,118.77443
545756,119.263214
545757,118.890366
545758,119.36777
545759,119.42726
545760,119.25123
545761,119.5323
545762,118.92688
545763,119.368286
545764,119.41342
545765,119.467514
545766,119.29496
545767,118.54879
545768,119.35954
545769,118.97384
545770,120.24508
545771,119.05814
545772,119.25883
545773,119.15901
545774,118.54575
545775,119.15134
545776,119.095436
545777,119.24291
545778,119.26934
545779,118.296974
545780,119.2079
545781,119.18461
545782,119.08089
545783,119.00893
545784,119.306335
545785,119.57494
545786,119.02174
545787,118.99728
545788,119.357704
545789,118.76406
545790,119.22061
545791,119.09606
545792,119.209206
545793,118.65632
545794,119.09776
545795,119.74062
545796,118.90303
545797,120.6827
545798,119.16812
545799,119.48719
545800,119.34153
545801,119.053986
545802,118.76982
545803,119.697716
545804,118.71779
545805,118.5125
545806,118.91829
545807,119.06605
545808,118.90925
545809,119.10587
545810,119.13086
545811,118.72277
545812,118.68198
545813,118.64636
545814,118.70006
545815,119.1419
545816,119.337
545817,118.838135
545818,119.236626
545819,118.87827
545820,119.27428
545821,118.92222
545822,118.64075
545823,118.0601
545824,119.293816
545825,119.38275
545826,119.2845
545827,119.17209
545828,119.0095
545829,118.571884
545830,119.28061
545831,118.50836
545832,118.56177
545833,119.14532
545834,119.26499
545835,118.563156
545836,119.01978
545837,119.18565
545838,119.01309
545839,118.80247
545840,119.21144
545841,118.62672
545842,119.312126
545843,119.267914
545844,119.319855
545845,119.2392
545846,118.49331
545847,119.12709
545848,118.75289
545849,118.73129
545850,119.52541
545851,119.39364
545852,119.21129
545853,118.81139
545854,118.6182
545855,120.71989
545856,118.893654
545857,119.22486
545858,119.23295
545859,118.75417
545860,119.04887
545861,118.794014
545862,119.125114
545863,119.029106
545864,119.25023
545865,118.57865
545866,118.90259
545867,119.272064
545868,118.90554
545869,118.71231
545870,118.03748
545871,119.49739
545872,118.16328
545873,119.08104
545874,119.06524
545875,119.15461
545876,119.32224
545877,119.05048
545878,118.91211
545879,119.031204
545880,119.333084
545881,119.453865
545882,119.29643
545883,120.192245
545884,118.869026
545885,118.81181
545886,119.00271
545887,119.24363
545888,119.89051
545889,119.56786
545890,119.202034
545891,118.64963
545892,119.03379
545893,119.632
545894,118.912704
545895,119.2618
545896,119.1221
545897,119.13962
545898,119.254875
545899,118.85756
545900,119.19611
545901,119.35608
545902,118.86166
545903,119.16016
545904,118.9295
545905,118.80104
545906,118.96837
545907,119.231
545908,118.88982
545909,118.48286
545910,118.83966
545911,119.24607
545912,118.599045
545913,119.224075
545914,119.316826
545915,118.87662
545916,118.713356
545917,119.282814
545918,119.00219
545919,119.261826
545920,119.07108
545921,121.22515
545922,119.1975
545923,119.01287
545924,118.86734
545925,119.02376
545926,119.11668
545927,118.868355
545928,119.40604
545929,119.1298
545930,119.31561
545931,118.79406
545932,119.141716
545933,118.975136
545934,119.43034
545935,120.32397
545936,119.28412
545937,118.95872
545938,118.75188
545939,118.9778
545940,119.16744
545941,119.13191
545942,119.91794
545943,118.84362
545944,118.8938
545945,119.259125
545946,118.80328
545947,118.7709
545948,119.03112
545949,118.79432
545950,119.1451
545951,118.90995
545952,118.86163
545953,119.12636
545954,118.62053
545955,119.04674
545956,119.52288
545957,119.07012
545958,118.78224
545959,119.20761
545960,119.003075
545961,119.296326
545962,119.44321
545963,119.377205
545964,119.367615
545965,119.30568
545966,119.0129
545967,119.13886
545968,119.26986
545969,119.22444
545970,119.01323
545971,119.95015
545972,118.699234
545973,119.244095
545974,118.995514
545975,118.957794
545976,119.05125
545977,118.39645
545978,118.82054
545979,118.69431
545980,118.95784
545981,119.05157
545982,119.076866
545983,118.88309
545984,119.013824
545985,118.82335
545986,118.919365
545987,119.223366
545988,119.26143
545989,119.70674
545990,119.04328
545991,119.630486
545992,118.64885
545993,119.36977
545994,118.373764
545995,119.10689
545996,119.26198
545997,119.210045
545998,119.21025
545999,118.708015
546000,118.65868
546001,118.87788
546002,118.52838
546003,119.0303
546004,119.39146
546005,119.088974
546006,118.9952
546007,119.003624
546008,118.98296
546009,119.13524
546010,119.13486
546011,118.71646
546012,119.06689
546013,119.0237
546014,118.88775
